,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
176,P1,01/02/2026,18:00,Sp Lisbon,Nacional,2,1,H,0,0,D,16,6,7,4,12,15,11,0,0,3,0,0,1.1,8.0,19.0
177,P1,01/02/2026,20:30,Tondela,Benfica,0,0,D,0,0,D,7,23,1,9,19,5,1,13,5,0,0,0,13.0,5.75,1.19
178,P1,02/02/2026,18:45,AVS,Sp Braga,0,4,A,0,2,A,8,10,3,8,3,6,1,4,0,1,0,0,8.5,4.5,1.35
179,P1,02/02/2026,20:45,Casa Pia,Porto,2,1,H,2,0,H,6,15,3,6,14,14,0,10,3,2,0,1,12.0,5.0,1.25
180,P1,07/02/2026,15:30,Estrela,Santa Clara,1,0,H,0,0,D,12,17,4,5,15,9,3,6,4,1,0,0,3.4,2.85,2.3
181,P1,07/02/2026,15:30,Moreirense,Gil Vicente,1,2,A,0,1,A,3,15,1,4,18,15,3,6,3,1,1,0,3.4,3.0,2.25
182,P1,07/02/2026,18:00,Estoril,Tondela,2,2,D,2,2,D,15,6,6,5,8,8,5,4,1,0,0,0,1.66,3.9,4.75
183,P1,07/02/2026,20:30,Arouca,Guimaraes,3,2,H,1,2,A,10,14,6,6,19,15,1,6,1,4,0,0,2.75,3.3,2.4
184,P1,08/02/2026,15:30,Nacional,Casa Pia,0,0,D,0,0,D,21,9,4,3,15,11,12,1,2,3,0,0,2.05,3.1,3.75
185,P1,08/02/2026,18:00,Sp Braga,Rio Ave,3,0,H,1,0,H,15,7,7,2,14,8,9,1,1,1,0,0,1.22,6.5,9.5
186,P1,08/02/2026,20:30,Benfica,Alverca,2,1,H,1,1,D,29,6,10,2,11,18,9,1,3,2,0,0,1.15,6.25,17.0
187,P1,09/02/2026,18:45,Famalicao,AVS,3,1,H,0,0,D,14,7,6,1,9,14,7,2,3,2,0,0,1.37,4.5,8.0
188,P1,09/02/2026,20:45,Porto,Sp Lisbon,1,1,D,0,0,D,8,11,1,3,14,12,1,8,3,5,0,0,2.25,3.0,3.4
189,P1,13/02/2026,18:30,Santa Clara,Benfica,1,2,A,0,2,A,9,11,2,3,23,5,1,7,6,2,1,0,7.0,3.6,1.51
190,P1,13/02/2026,20:45,Tondela,Alverca,1,1,D,0,1,A,18,10,4,4,14,10,11,5,5,5,0,1,2.35,3.1,3.1
191,P1,14/02/2026,15:30,Casa Pia,Arouca,3,2,H,3,2,H,11,8,4,4,21,8,2,3,5,2,0,0,2.65,3.2,2.55
192,P1,14/02/2026,18:00,Guimaraes,Estrela,2,1,H,0,1,A,20,7,6,4,13,18,9,2,3,2,0,0,1.62,3.5,5.5
193,P1,14/02/2026,20:30,Gil Vicente,Sp Braga,2,1,H,0,1,A,15,11,5,2,7,18,5,6,2,1,0,0,3.6,3.25,2.05
194,P1,15/02/2026,15:30,Nacional,Porto,0,1,A,0,0,D,9,8,2,5,13,11,5,8,4,0,0,0,9.5,4.5,1.3
195,P1,15/02/2026,18:00,AVS,Estoril,3,0,H,0,0,D,15,12,3,2,9,10,9,9,2,2,0,0,4.33,3.75,1.71
196,P1,15/02/2026,20:30,Sp Lisbon,Famalicao,1,0,H,0,0,D,22,2,5,1,17,19,14,1,3,2,0,0,1.25,5.0,11.0
197,P1,16/02/2026,20:15,Rio Ave,Moreirense,1,2,A,1,1,D,18,6,6,3,17,24,7,1,1,3,0,0,2.82,3.2,2.45
198,P1,20/02/2026,20:45,Estrela,Tondela,0,2,A,0,1,A,15,11,3,5,12,17,5,3,2,3,1,0,2.5,3.2,2.7
199,P1,21/02/2026,15:30,Alverca,Santa Clara,1,1,D,1,0,H,7,16,1,3,16,14,5,2,2,2,0,0,2.82,2.75,2.7
200,P1,21/02/2026,15:30,Arouca,Nacional,3,0,H,0,0,D,10,15,7,5,13,13,4,1,5,3,1,1,2.25,3.4,3.0
201,P1,21/02/2026,18:00,Benfica,AVS,3,0,H,3,0,H,22,3,9,0,7,14,10,1,0,0,0,0,1.08,10.0,21.0
202,P1,21/02/2026,18:00,Moreirense,Sp Lisbon,0,3,A,0,0,D,6,15,2,8,12,14,1,8,1,1,0,0,11.0,5.0,1.27
203,P1,21/02/2026,20:30,Sp Braga,Guimaraes,3,2,H,2,1,H,7,9,7,4,17,10,0,2,2,3,0,0,1.53,3.75,6.0
204,P1,22/02/2026,18:00,Estoril,Gil Vicente,3,1,H,1,1,D,10,12,7,4,13,8,1,4,0,0,0,0,2.7,3.25,2.5
205,P1,22/02/2026,20:30,Porto,Rio Ave,1,0,H,1,0,H,16,6,3,1,14,16,10,1,2,3,0,0,1.09,9.0,17.0
206,P1,23/02/2026,20:15,Famalicao,Casa Pia,2,0,H,1,0,H,24,7,7,1,17,17,7,7,3,2,0,0,1.61,3.6,5.5
207,P1,27/02/2026,18:45,Porto,Arouca,3,1,H,1,0,H,20,7,7,1,11,14,5,1,0,2,0,0,1.19,6.25,11.0
208,P1,27/02/2026,20:45,Sp Lisbon,Estoril,3,0,H,2,0,H,14,8,7,3,9,16,4,1,2,3,0,0,1.15,7.5,12.0
209,P1,28/02/2026,15:30,AVS,Estrela,0,0,D,0,0,D,11,16,3,6,17,9,7,9,2,1,0,0,2.55,3.2,2.65
210,P1,28/02/2026,18:00,Nacional,Sp Braga,1,2,A,0,1,A,14,20,5,8,15,15,3,6,2,3,0,0,5.5,4.2,1.51
211,P1,28/02/2026,20:30,Guimaraes,Alverca,1,1,D,0,0,D,15,11,6,5,16,5,0,11,1,2,0,0,1.71,3.6,4.75
212,P1,01/03/2026,15:30,Tondela,Santa Clara,2,2,D,1,1,D,11,17,4,3,15,15,4,7,3,2,0,0,3.2,3.0,2.35
213,P1,01/03/2026,18:00,Casa Pia,Moreirense,1,1,D,1,0,H,7,12,2,6,22,12,1,7,2,3,0,0,2.65,3.0,2.75
214,P1,01/03/2026,20:30,Rio Ave,Famalicao,0,0,D,0,0,D,16,10,4,4,19,15,5,5,4,2,0,0,4.1,3.4,1.81
215,P1,02/03/2026,20:15,Gil Vicente,Benfica,1,2,A,0,1,A,13,11,5,3,16,12,5,3,2,3,0,0,6.0,3.6,1.56
216,P1,06/03/2026,20:15,Famalicao,Arouca,1,0,H,0,0,D,13,10,6,4,12,16,5,1,1,1,0,0,1.71,3.5,4.75
217,P1,07/03/2026,15:30,Alverca,AVS,0,0,D,0,0,D,17,12,2,2,7,13,8,0,1,3,0,0,1.66,3.6,5.0
218,P1,07/03/2026,15:30,Moreirense,Nacional,1,1,D,1,0,H,7,20,2,7,13,13,4,7,4,2,0,0,2.3,3.25,3.0
219,P1,07/03/2026,18:00,Sp Braga,Sp Lisbon,2,2,D,1,2,A,10,14,3,5,17,13,6,5,3,3,0,0,3.4,3.3,2.1
220,P1,07/03/2026,20:30,Estoril,Casa Pia,0,0,D,0,0,D,9,9,1,2,10,12,4,5,2,2,0,0,1.66,3.8,4.5
221,P1,08/03/2026,15:30,Estrela,Gil Vicente,2,2,D,0,1,A,9,19,5,6,16,17,0,8,1,2,0,0,4.75,3.2,1.79
222,P1,08/03/2026,18:00,Benfica,Porto,2,2,D,0,2,A,20,14,6,6,11,17,8,2,2,6,0,0,2.1,3.25,3.4
223,P1,08/03/2026,20:30,Santa Clara,Guimaraes,2,0,H,2,0,H,6,14,4,6,26,15,2,4,3,2,0,0,2.57,3.0,2.82
224,P1,09/03/2026,20:15,Tondela,Rio Ave,0,1,A,0,0,D,6,9,2,2,15,14,3,2,0,5,0,0,1.96,3.25,3.9
225,P1,14/03/2026,15:30,Guimaraes,Famalicao,1,2,A,1,1,D,12,13,6,3,22,13,3,11,1,1,0,0,2.35,3.25,2.85
226,P1,14/03/2026,18:00,Gil Vicente,Alverca,2,2,D,1,0,H,10,17,6,6,15,8,3,7,3,1,0,0,1.66,3.7,5.25
227,P1,14/03/2026,20:30,Arouca,Benfica,1,2,A,1,0,H,12,22,6,5,17,11,2,15,5,5,1,1,10.0,5.75,1.24
228,P1,15/03/2026,15:30,AVS,Santa Clara,0,1,A,0,0,D,10,12,2,3,16,10,4,6,2,1,1,0,4.5,3.3,1.79
229,P1,15/03/2026,15:30,Nacional,Estoril,0,1,A,0,1,A,16,11,4,2,16,13,5,4,5,3,0,0,2.4,3.5,2.7
230,P1,15/03/2026,18:00,Rio Ave,Estrela,2,1,H,1,0,H,18,11,6,3,16,12,10,4,4,2,0,0,2.25,3.25,3.1
231,P1,15/03/2026,20:30,Porto,Moreirense,3,0,H,2,0,H,17,3,9,2,14,15,4,1,1,1,0,0,1.15,6.5,17.0
232,P1,20/03/2026,20:15,Estrela,Casa Pia,4,0,H,3,0,H,23,8,8,2,18,20,6,1,3,2,0,0,2.4,3.1,3.1
233,P1,21/03/2026,15:30,Famalicao,Nacional,1,0,H,0,0,D,14,10,4,6,13,18,7,6,3,3,0,0,1.66,3.6,5.0
234,P1,21/03/2026,15:30,Moreirense,Arouca,0,1,A,0,0,D,7,14,2,2,11,12,3,7,1,2,0,0,2.35,3.2,3.0
235,P1,21/03/2026,18:00,Benfica,Guimaraes,3,0,H,1,0,H,12,16,4,2,15,15,4,8,0,1,0,0,1.27,5.25,9.5
236,P1,21/03/2026,18:00,Santa Clara,Gil Vicente,1,0,H,0,0,D,7,8,2,0,15,17,6,6,1,2,0,0,2.57,3.1,2.7
237,P1,21/03/2026,20:30,Tondela,AVS,0,0,D,0,0,D,14,9,3,2,12,15,7,6,0,2,0,0,1.86,3.4,4.1
238,P1,22/03/2026,15:30,Estoril,Rio Ave,1,2,A,1,0,H,13,13,4,8,16,11,11,7,2,3,0,0,1.71,3.75,4.33
239,P1,22/03/2026,18:00,Alverca,Sp Lisbon,1,4,A,0,1,A,12,15,4,9,13,9,3,1,1,2,0,0,10.0,5.0,1.27
240,P1,22/03/2026,20:30,Sp Braga,Porto,1,2,A,0,0,D,6,12,1,3,12,15,3,5,4,5,0,0,3.4,3.1,2.15
241,P1,03/04/2026,15:30,Gil Vicente,AVS,3,0,H,2,0,H,16,11,6,3,8,15,3,1,2,1,0,0,1.3,4.5,10.0
242,P1,03/04/2026,18:00,Guimaraes,Tondela,5,0,H,2,0,H,12,3,5,1,14,17,3,1,1,1,0,0,1.81,3.4,4.2
243,P1,03/04/2026,20:30,Sp Lisbon,Santa Clara,4,2,H,3,1,H,22,7,8,4,12,22,9,5,4,4,0,0,1.27,5.25,9.0
244,P1,04/04/2026,15:30,Nacional,Estrela,2,0,H,1,0,H,16,11,4,2,14,8,5,6,4,3,0,0,2.05,3.3,3.5
245,P1,04/04/2026,18:00,Moreirense,Sp Braga,0,1,A,0,1,A,12,10,2,7,9,14,4,9,0,3,0,0,6.25,3.9,1.51
246,P1,04/04/2026,18:00,Rio Ave,Alverca,1,2,A,0,2,A,18,14,5,6,7,6,8,4,2,1,0,0,2.45,3.3,2.75
247,P1,04/04/2026,20:30,Porto,Famalicao,2,2,D,1,0,H,8,11,3,6,20,14,4,3,5,4,0,0,1.35,4.5,8.5
248,P1,06/04/2026,18:45,Arouca,Estoril,3,2,H,2,2,D,12,12,4,3,13,18,3,3,3,2,0,0,2.45,3.4,2.65
249,P1,06/04/2026,20:45,Casa Pia,Benfica,1,1,D,0,0,D,8,18,2,3,19,10,3,12,1,0,0,0,13.0,6.0,1.19
250,P1,10/04/2026,20:45,Famalicao,Moreirense,1,1,D,0,1,A,18,2,7,1,15,15,13,0,5,6,0,0,1.42,4.2,7.0
251,P1,11/04/2026,15:30,AVS,Guimaraes,1,1,D,1,1,D,17,14,4,6,16,9,5,4,5,1,0,0,5.25,3.8,1.61
252,P1,11/04/2026,18:00,Santa Clara,Rio Ave,0,2,A,0,0,D,13,4,4,3,18,12,3,3,2,3,0,0,1.76,3.4,4.75
253,P1,11/04/2026,20:30,Estrela,Sp Lisbon,0,1,A,0,0,D,9,10,3,2,14,16,4,13,3,1,0,0,12.0,6.25,1.19
254,P1,12/04/2026,15:30,Alverca,Casa Pia,3,1,H,0,1,A,11,15,5,5,10,15,9,11,0,0,0,0,1.96,3.3,3.9
255,P1,12/04/2026,18:00,Benfica,Nacional,2,0,H,2,0,H,24,7,8,4,13,18,15,1,1,5,0,0,1.11,8.0,15.0
256,P1,12/04/2026,18:00,Sp Braga,Arouca,1,0,H,0,0,D,6,9,2,1,9,12,6,5,2,2,1,0,1.37,4.5,8.0
257,P1,12/04/2026,20:30,Estoril,Porto,1,3,A,0,2,A,8,20,3,5,13,15,1,8,3,1,0,0,6.5,4.5,1.42
258,P1,13/04/2026,20:15,Tondela,Gil Vicente,2,2,D,1,1,D,10,14,5,6,15,11,5,5,6,2,0,0,4.0,3.2,1.96
259,P1,17/04/2026,20:45,Rio Ave,AVS,2,2,D,1,1,D,20,13,8,7,9,11,4,9,1,2,0,0,1.68,3.7,4.75
260,P1,18/04/2026,15:30,Nacional,Alverca,1,0,H,0,0,D,10,8,6,4,15,15,4,8,2,1,0,0,2.15,3.4,3.2
261,P1,18/04/2026,18:00,Casa Pia,Santa Clara,0,0,D,0,0,D,10,5,3,2,20,12,4,6,3,2,0,0,3.8,3.0,2.1
262,P1,18/04/2026,20:30,Gil Vicente,Guimaraes,0,1,A,0,0,D,12,11,6,3,11,16,10,3,2,2,0,0,2.1,3.2,3.5
263,P1,19/04/2026,15:30,Arouca,Estrela,1,0,H,0,0,D,11,15,3,3,15,11,4,3,5,1,0,0,2.01,3.4,3.5
264,P1,19/04/2026,18:15,Sp Lisbon,Benfica,1,2,A,0,1,A,19,14,6,5,13,8,3,8,2,1,0,0,2.1,3.5,3.2
265,P1,19/04/2026,20:30,Porto,Tondela,2,0,H,0,0,D,22,5,8,3,12,11,8,3,4,6,0,0,1.15,6.25,17.0
266,P1,19/04/2026,20:30,Sp Braga,Famalicao,2,2,D,1,1,D,10,6,4,3,10,11,5,2,2,5,0,0,1.79,3.6,4.2
267,P1,20/04/2026,20:15,Moreirense,Estoril,1,0,H,1,0,H,11,4,4,1,14,12,5,1,0,2,0,0,3.0,3.4,2.25
268,P1,23/04/2026,19:00,Casa Pia,Sp Braga,0,1,A,0,1,A,7,8,1,2,9,9,4,5,2,3,0,0,5.5,4.2,1.53
269,P1,24/04/2026,20:15,Alverca,Arouca,2,1,H,1,0,H,7,14,3,3,8,12,6,3,0,5,0,0,2.1,3.3,3.3
270,P1,25/04/2026,15:30,Tondela,Nacional,0,2,A,0,2,A,22,17,5,6,16,15,8,7,2,1,0,0,2.75,3.4,2.4
271,P1,25/04/2026,18:00,Benfica,Moreirense,4,1,H,2,1,H,18,8,8,4,13,14,9,2,2,2,0,0,1.11,9.0,13.0
272,P1,25/04/2026,20:30,Guimaraes,Rio Ave,2,0,H,0,0,D,11,5,3,4,7,13,3,5,4,4,0,0,1.76,3.4,4.75
273,P1,26/04/2026,15:30,Estoril,Famalicao,0,1,A,0,0,D,9,6,2,6,19,11,9,4,0,2,0,0,3.1,3.5,2.15
274,P1,26/04/2026,18:00,Estrela,Porto,1,2,A,0,2,A,11,11,3,4,15,15,0,6,3,3,0,0,8.0,5.25,1.33
275,P1,26/04/2026,18:00,Santa Clara,Sp Braga,2,1,H,0,1,A,14,3,3,2,15,11,4,1,4,4,0,0,3.25,3.25,2.15
276,P1,26/04/2026,20:30,AVS,Sp Lisbon,1,1,D,0,0,D,11,20,4,8,15,8,0,9,3,1,0,0,15.0,9.5,1.1
277,P1,27/04/2026,20:15,Gil Vicente,Casa Pia,2,1,H,1,1,D,12,7,4,2,15,18,4,3,5,3,0,0,1.51,3.9,5.75
278,P1,29/04/2026,20:15,Sp Lisbon,Tondela,2,2,D,0,0,D,16,9,5,2,16,8,5,5,2,3,0,0,1.11,7.5,17.0
279,P1,02/05/2026,15:30,Arouca,Santa Clara,2,2,D,1,1,D,9,12,5,4,15,8,5,6,3,3,1,0,2.75,3.1,2.55
280,P1,02/05/2026,15:30,Moreirense,Estrela,3,2,H,1,2,A,14,10,5,3,18,18,1,4,4,4,0,0,2.5,3.1,2.85
281,P1,02/05/2026,15:30,Nacional,AVS,1,2,A,1,1,D,24,19,6,3,8,14,8,6,4,2,1,0,1.42,4.33,7.0
282,P1,02/05/2026,18:00,Famalicao,Benfica,2,2,D,0,2,A,15,8,5,3,20,14,6,4,2,2,0,1,5.5,4.0,1.57
283,P1,02/05/2026,20:30,Porto,Alverca,1,0,H,1,0,H,12,10,3,4,21,19,5,4,1,4,0,0,1.17,6.5,15.0
284,P1,03/05/2026,15:30,Casa Pia,Tondela,0,1,A,0,0,D,4,9,3,5,22,19,7,2,8,3,2,0,2.2,3.2,3.3
285,P1,03/05/2026,18:00,Sp Braga,Estoril,1,1,D,1,0,H,10,10,3,4,15,10,5,4,3,3,0,0,1.68,3.8,4.5
286,P1,03/05/2026,20:30,Rio Ave,Gil Vicente,0,0,D,0,0,D,18,13,2,2,9,12,9,7,1,2,0,0,3.8,3.5,1.91
287,P1,04/05/2026,20:15,Sp Lisbon,Guimaraes,5,1,H,3,0,H,14,13,10,5,7,13,1,7,0,3,0,0,1.25,5.5,10.0
288,P1,10/05/2026,18:00,AVS,Porto,3,1,H,1,0,H,9,20,5,4,7,9,3,7,2,2,0,1,12.0,6.5,1.19
289,P1,10/05/2026,20:30,Alverca,Estoril,1,1,D,1,0,H,8,11,1,3,20,15,4,4,3,2,0,0,2.35,3.5,2.7
290,P1,11/05/2026,20:15,Benfica,Sp Braga,2,2,D,0,0,D,24,5,8,2,6,11,8,2,1,4,0,0,1.39,4.33,7.0
291,P1,11/05/2026,20:15,Estrela,Famalicao,0,0,D,0,0,D,4,15,1,4,16,9,3,10,3,1,0,0,3.5,3.6,1.96
292,P1,11/05/2026,20:15,Gil Vicente,Arouca,1,3,A,0,0,D,15,13,5,6,13,17,6,2,2,1,0,0,1.66,3.8,4.75
293,P1,11/05/2026,20:15,Guimaraes,Casa Pia,0,1,A,0,0,D,15,11,2,5,11,16,6,4,2,1,0,0,1.71,3.75,4.33
294,P1,11/05/2026,20:15,Rio Ave,Sp Lisbon,1,4,A,1,2,A,12,16,3,5,9,7,5,6,5,2,2,0,10.0,5.5,1.24
295,P1,11/05/2026,20:15,Santa Clara,Nacional,2,0,H,1,0,H,12,12,2,1,10,16,4,6,1,2,0,0,2.05,3.4,3.5
296,P1,11/05/2026,20:15,Tondela,Moreirense,2,0,H,1,0,H,14,10,3,2,14,9,1,8,1,3,0,1,1.86,3.4,4.1
297,P1,16/05/2026,15:30,Moreirense,AVS,0,0,D,0,0,D,13,8,4,0,10,12,5,3,2,3,0,0,1.71,3.9,4.1
298,P1,16/05/2026,15:30,Porto,Santa Clara,1,0,H,0,0,D,14,11,6,0,11,9,8,5,0,0,0,0,1.3,5.25,8.0
299,P1,16/05/2026,18:00,Arouca,Tondela,3,1,H,1,0,H,16,11,4,2,12,12,5,6,3,1,0,0,3.1,3.4,2.2
300,P1,16/05/2026,18:00,Casa Pia,Rio Ave,1,1,D,1,0,H,20,6,5,3,17,14,9,0,1,0,0,0,1.62,3.75,5.0
301,P1,16/05/2026,18:00,Nacional,Guimaraes,2,0,H,0,0,D,5,13,3,4,17,13,2,6,4,3,0,0,1.96,3.5,3.5
302,P1,16/05/2026,18:00,Sp Braga,Estrela,2,2,D,1,1,D,14,6,4,4,13,9,7,1,1,5,0,1,1.57,4.0,5.0
303,P1,16/05/2026,20:30,Estoril,Benfica,1,3,A,0,3,A,16,19,6,8,9,12,2,9,3,2,0,0,9.0,5.0,1.3
304,P1,16/05/2026,20:30,Famalicao,Alverca,1,0,H,0,0,D,11,7,2,1,9,8,6,5,1,2,0,0,1.57,4.0,5.0
305,P1,16/05/2026,20:30,Sp Lisbon,Gil Vicente,3,0,H,2,0,H,15,10,5,1,13,14,6,1,0,1,0,0,1.22,6.0,10.0
