,PH-PA,TH-TA,DGH-DGA,WH-WA,GFH-GFA,MGFH+MGFA,GCH-GCA,MGCH+MGCA,MGFH+MGCA,MGCH+MGFA,GFH-GCA,GCH-GFA,FOH-FOA,FDH-FDA,MFOH+MFOA,MFDH+MFDA,FOH-FDA,FDH-FOA,MFOH+MFDA,MFDH+MFOA,DSH-DSA,MDSH+MDSA,PRT,GLS,R
8397,12.31953837178969,0,-6.0,0.5,1.0,1.8,1.0,2.2,2.0,2.0,0.0,2.0,3.383333333333333,-2.45,2.2233333333333336,-2.19,11.5,-10.566666666666666,0.6,-0.5666666666666667,0,1.2,-1,4.0,-1
8398,-3.733373468318632,-1,-1.0,-0.5,1.0,2.5999999999999996,0.0,2.4,2.5999999999999996,2.4,1.0,0.0,2.591269841269842,3.283333333333333,3.268412698412698,-2.2033333333333336,16.616666666666667,-10.742063492063492,0.46333333333333315,0.6017460317460315,-1,1.0,1,3.0,1
8399,-53.02774667861149,-6,-6.0,-1.0,0.0,2.8,4.0,1.6,1.7999999999999998,2.5999999999999996,5.0,-1.0,-1.902597402597399,-6.75,4.495670995670995,-0.8033333333333333,8.921212121212122,-17.573809523809523,2.330909090909091,1.3614285714285708,3,1.0,-1,2.0,0
8400,-88.62876887877155,-11,-11.0,1.0,4.0,2.8,-5.0,2.2,3.4000000000000004,1.6,1.0,-2.0,-7.2349927849927855,-0.6500000000000004,3.9742712842712846,-1.7166666666666668,10.284848484848485,-18.16984126984127,0.47030303030303033,1.7873015873015876,1,0.2,-1,2.0,-1
8401,133.94254423772657,15,25.0,3.0,5.0,2.6,-10.0,2.4000000000000004,4.0,1.0,-2.0,-3.0,6.118398268398269,6.166666666666667,3.457012987012987,-0.42000000000000015,15.835064935064935,-3.55,1.5136796536796537,1.5233333333333334,0,1.2,1,4.0,1
8402,-84.57989285864107,-9,-6.0,-2.5,-5.0,1.7999999999999998,1.0,2.2,1.4,2.5999999999999996,-3.0,-1.0,-6.533333333333331,0.20000000000000018,3.813333333333333,-1.4066666666666667,9.883333333333335,-16.216666666666665,0.53,1.8766666666666663,0,1.2,1,5.0,-1
8403,46.92933464020962,6,14.0,2.5,4.0,1.2,-9.0,2.6,3.2,0.6000000000000001,-6.0,1.0,0.7833333333333332,6.433333333333334,3.0566666666666666,-2.46,17.4,-10.183333333333334,-0.26666666666666683,0.8633333333333333,0,1.2,0,3.0,1
8404,22.23690753746996,5,5.0,1.5,6.0,2.0,0.0,2.0,2.6,1.4,3.0,3.0,2.0714285714285694,4.266666666666667,3.7,-1.26,15.569047619047618,-9.230952380952383,1.0004761904761903,1.4395238095238096,-1,1.0,1,3.0,1
8405,-0.19515940278699873,1,-5.0,0.5,1.0,1.4,-1.0,3.0,2.4000000000000004,2.0,-4.0,4.0,-3.538095238095238,-2.383333333333332,3.8790476190476193,-1.6233333333333333,10.795238095238096,-16.716666666666665,1.0123809523809524,1.2433333333333336,1,1.0,-1,4.0,-1
8406,35.44464852247461,3,8.0,1.0,-1.0,1.8,-7.0,3.4,3.2,2.0,-8.0,0.0,1.1820512820512814,5.516666666666667,3.6302564102564103,-2.0166666666666666,17.466666666666665,-10.767948717948718,0.3733333333333331,1.2402564102564102,3,1.0,1,1.0,1
8407,33.5702907724924,6,-2.0,0.5,-2.0,1.6,2.0,3.2,2.0,2.8,-4.0,4.0,2.0,-3.9499999999999993,3.2904761904761903,-3.7433333333333336,16.60952380952381,-18.55952380952381,0.36857142857142833,-0.8214285714285714,-3,0.6,0,2.0,0
8408,-13.571024959345436,0,-2.0,0.5,4.0,0.8,1.0,2.5999999999999996,2.0,1.4,-2.0,7.0,2.1611111111111105,-9.366666666666667,2.3179365079365075,-1.52,5.992063492063492,-13.19761904761905,1.5517460317460317,-0.7538095238095239,0,1.2,1,1.0,1
8409,-19.803709314588446,-3,-9.0,-0.5,-6.0,1.6666666666666665,-1.0,1.5,1.1666666666666667,2.0,-3.0,-4.0,0.6023809523809502,-0.38333333333333375,2.7607142857142857,-1.6472222222222221,13.333333333333332,-13.114285714285716,0.6388888888888887,0.4746031746031747,0,1.0,1,2.0,1
8410,56.793458627257905,6,4.0,1.5,8.0,2.333333333333333,1.0,2.5,3.0,1.8333333333333333,4.0,5.0,5.480952380952379,-2.183333333333333,4.01984126984127,-1.2861111111111112,17.566666666666666,-14.269047619047619,2.005555555555555,0.7281746031746031,0,1.0,-1,6.0,-1
8411,60.11249664125876,6,8.0,2.5,4.0,1.0,-7.0,2.8333333333333335,2.8333333333333335,1.0,-7.0,4.0,3.8100233100233094,4.0,2.741064491064491,-1.15,15.578205128205127,-7.768181818181818,0.7797008547008547,0.8113636363636364,3,0.8333333333333333,1,4.0,1
8412,-73.338950467004,-8,-19.0,-1.0,-2.0,2.0,3.0,2.8333333333333335,2.0,2.8333333333333335,-2.0,3.0,-5.037878787878789,-5.983333333333333,3.2563131313131315,-2.6805555555555554,12.3,-23.32121212121212,0.3666666666666666,0.20909090909090922,-2,1.3333333333333335,-1,2.0,0
8413,-15.47792390644861,-3,3.0,0.0,0.0,1.6666666666666667,-5.0,1.8333333333333333,2.1666666666666665,1.3333333333333335,-3.0,-2.0,-3.8809523809523805,7.966666666666666,2.2182539682539684,-1.0888888888888888,11.964285714285714,-7.878571428571428,-0.42261904761904756,1.551984126984127,0,1.0,0,1.0,-1
8414,9.587859538388557,3,1.0,0.5,0.0,2.0,-1.0,2.5,2.333333333333333,2.166666666666667,-2.0,1.0,0.6584249084249088,-0.2499999999999991,2.7184676434676436,-2.613888888888889,16.201282051282053,-15.792857142857143,0.12799145299145298,-0.02341269841269833,-3,0.8333333333333333,1,3.0,1
8415,31.663674865775988,1,13.0,1.0,3.0,2.8333333333333335,-7.0,3.1666666666666665,3.833333333333333,2.166666666666667,-3.0,-1.0,3.290476190476191,8.3,3.8738095238095243,-2.394444444444445,24.6,-13.00952380952381,0.3222222222222222,1.157142857142857,1,0.5,1,3.0,1
8416,70.98467614669983,8,12.0,1.0,1.0,2.166666666666667,-4.0,2.3333333333333335,2.666666666666667,1.8333333333333335,-2.0,-1.0,5.315079365079364,10.183333333333334,3.4633597883597877,-1.1305555555555555,21.530952380952378,-6.0325396825396815,0.7607142857142855,1.572089947089947,-1,0.8333333333333333,0,1.0,1
8417,29.559434475884473,4,3.0,2.0,10.0,3.3333333333333335,2.0,1.6666666666666665,3.1666666666666665,1.8333333333333335,11.0,1.0,3.953174603174606,-0.95,4.658862433862434,-0.663888888888889,17.46984126984127,-14.466666666666665,2.4060846560846563,1.5888888888888886,-2,0.3333333333333333,0,3.0,1
8418,-95.95079756883183,-12,-20.0,-1.0,-1.0,3.833333333333333,5.0,2.1666666666666665,2.5,3.5,7.0,-3.0,-3.773160173160173,-7.4833333333333325,3.7002886002886006,-0.6249999999999999,7.347619047619048,-18.604112554112554,1.846825396825397,1.2284632034632037,0,1.0,0,5.0,1
8419,16.733262496081352,4,-7.0,2.0,4.0,0.6666666666666666,3.0,2.8333333333333335,1.8333333333333335,1.6666666666666667,-3.0,10.0,6.261904761904762,-12.192857142857145,2.615079365079365,-1.840873015873016,10.402380952380952,-16.333333333333336,1.9249999999999998,-1.1507936507936511,-2,0.6666666666666666,1,2.0,1
8420,-42.82330058153286,-6,-1.0,-2.0,-2.0,3.0,0.0,2.3333333333333335,2.5,2.8333333333333335,1.0,-3.0,-2.7507575757575733,3.614285714285714,4.766540404040404,-2.333333333333333,21.731385281385283,-20.86785714285714,0.6861832611832617,1.7470238095238093,3,1.5,1,2.0,1
8421,-20.751939643897686,-3,6.0,1.5,5.0,3.166666666666667,-6.0,1.6666666666666665,3.333333333333333,1.5,4.0,-5.0,-4.693001443001441,2.619047619047619,5.535557960557961,-0.14761904761904762,16.012554112554113,-18.086507936507935,2.084632034632035,3.303306878306878,3,0.5,-1,4.0,-1
8422,-75.64906363911496,-6,-3.0,-0.5,1.0,1.1666666666666665,2.0,2.666666666666667,1.8333333333333335,2.0,-3.0,6.0,-4.233333333333333,-0.5619047619047626,3.3658730158730163,-1.965873015873016,13.597619047619048,-18.392857142857146,0.3940476190476193,1.0059523809523812,0,1.0,0,2.0,1
8423,73.63175206607366,9,15.0,3.5,3.0,2.1666666666666665,-12.0,2.666666666666667,3.666666666666667,1.1666666666666667,-6.0,-3.0,1.428021978021981,1.9380952380952379,3.765781440781441,-1.0071428571428573,16.001831501831504,-12.635714285714286,1.3368131868131872,1.4218253968253964,0,1.0,1,2.0,0
8424,-72.67311630625306,-8,-15.0,-2.0,-3.0,2.1666666666666665,7.0,2.166666666666667,1.3333333333333335,3.0,2.0,2.0,-3.40238095238095,-9.092857142857142,4.01547619047619,-0.663095238095238,7.788095238095238,-20.28333333333333,2.1503968253968253,1.2019841269841265,1,0.8333333333333333,-1,1.0,-1
8425,-92.25604625282529,-10,-13.0,-1.0,-2.0,1.6666666666666665,3.0,3.5,2.1666666666666665,3.0,-5.0,6.0,-5.498809523809525,-5.683333333333334,3.8168650793650793,-1.9107142857142858,11.591666666666667,-22.773809523809526,0.9684523809523808,0.9376984126984127,2,1.0,1,2.0,1
8426,34.43168680698852,5,12.0,1.5,4.0,1.0,-7.0,3.5,3.166666666666667,1.3333333333333335,-9.0,6.0,-0.3924603174603183,2.549999999999999,2.6429232804232803,-3.2051587301587303,18.623015873015873,-16.465476190476192,-0.5263227513227515,-0.03591269841269851,-1,1.1666666666666665,-1,3.0,-1
8427,-4.934626294941836,1,-1.0,1.0,2.0,3.0,-1.0,2.166666666666667,2.8333333333333335,2.333333333333333,3.0,-2.0,0.4717948717948701,0.21904761904761894,3.921367521367521,-0.6849206349206349,14.164285714285713,-13.473443223443223,1.639285714285714,1.5971611721611723,-2,1.0,-1,2.0,0
8428,-24.738730512782013,-3,-1.0,2.0,4.0,2.3333333333333335,-8.0,3.0,3.6666666666666665,1.6666666666666667,-4.0,0.0,-2.3997668997668997,0.6595238095238098,2.894910644910645,-2.5456349206349205,15.451515151515153,-17.191758241758244,-0.0803030303030301,0.42957875457875483,0,0.3333333333333333,0,2.0,0
8429,-28.01307719463739,-5,-7.0,-1.5,0.0,1.7142857142857142,3.0,2.7142857142857144,2.0,2.4285714285714284,-2.0,5.0,-0.12023809523809526,-3.9261904761904782,2.9386054421768706,-2.3465986394557823,16.474999999999998,-20.521428571428572,0.567857142857143,0.02414965986394524,1,1.0,-1,1.0,-1
8430,99.46439918717965,10,20.0,2.5,0.0,2.2857142857142856,-10.0,2.857142857142857,3.2857142857142856,1.8571428571428572,-7.0,-3.0,1.85223665223665,14.890476190476193,3.8451041022469594,-1.1925170068027213,26.0030303030303,-9.26031746031746,0.3949907235621517,2.257596371882086,1,0.42857142857142855,1,1.0,1
8431,147.34816409029474,18,17.0,3.5,10.0,3.7142857142857144,-1.0,1.8571428571428572,3.5714285714285716,2.0,11.0,-2.0,14.083333333333332,5.711904761904762,4.736621315192744,-0.8268707482993197,29.36984126984127,-9.574603174603176,2.5528344671201815,1.356916099773243,-3,0.42857142857142855,1,4.0,1
8432,74.69267350129996,9,9.0,0.5,6.0,2.571428571428571,3.0,3.2857142857142856,3.142857142857143,2.7142857142857144,2.0,7.0,7.942460317460317,1.3904761904761926,3.3439342403628114,-2.878231292517007,26.44404761904762,-17.11111111111111,0.7008503401360542,-0.2351473922902496,0,0.8571428571428571,1,3.0,1
8433,-65.0382996519835,-8,-12.0,-0.5,-4.0,1.7142857142857142,-4.0,1.7142857142857142,1.7142857142857142,1.7142857142857142,-4.0,-4.0,-1.563131313131315,0.05952380952380931,3.9137806637806642,-1.0670068027210884,16.68095238095238,-18.184559884559885,1.307482993197279,1.5392908678622967,-2,1.4285714285714284,-1,2.0,-1
8434,-20.614039381658586,-1,1.0,1.0,-2.0,1.7142857142857144,-6.0,2.0,2.142857142857143,1.5714285714285714,-5.0,-3.0,-5.259632034632035,7.147619047619049,2.0983147804576374,-1.183673469387755,12.430952380952382,-10.542965367965369,-0.42891156462585045,1.343552875695733,-1,1.0,1,4.0,0
8435,-18.338653931572935,-4,-10.0,0.0,-6.0,3.142857142857143,-1.0,1.8571428571428572,2.142857142857143,2.857142857142857,1.0,-8.0,-1.7319680319680337,-0.03095238095238062,3.8269111840540413,-0.45068027210884354,14.09010989010989,-15.853030303030305,1.5666143380429096,1.8096165739022885,2,1.1428571428571428,-1,2.0,-1
8436,-80.78579057493494,-10,-11.0,0.5,5.0,2.142857142857143,-1.0,1.8571428571428572,2.428571428571429,1.5714285714285714,3.0,1.0,-4.890151515151513,-5.790476190476191,2.9799783549783547,-1.301360544217687,9.644372294372294,-20.325,0.903617810760668,0.7749999999999997,-1,0.7142857142857142,1,2.0,1
8437,-28.08973668713827,-4,-9.0,1.5,6.0,3.142857142857143,3.0,2.7142857142857144,3.142857142857143,2.7142857142857144,6.0,3.0,-0.2637362637362646,-4.564285714285713,3.527472527472528,-1.2792517006802722,14.409523809523812,-19.23754578754579,1.4312925170068027,0.8169283097854529,-1,1.0,0,1.0,1
8438,-32.53694314853885,-3,-8.0,1.5,2.0,2.0,-3.0,2.7142857142857144,2.7142857142857144,2.0,-3.0,2.0,-3.14871794871795,-3.5047619047619047,3.607326007326008,-1.6530612244897958,15.084615384615384,-21.73809523809524,1.0025641025641026,0.9517006802721093,0,0.5714285714285714,-1,3.0,-1
8439,-43.84991610637371,-6,-8.0,-3.0,-5.0,2.142857142857143,2.0,2.857142857142857,2.0,3.0,-4.0,1.0,-5.996428571428572,4.003571428571429,4.002891156462585,-2.143367346938775,20.51547619047619,-22.508333333333333,0.21547619047619038,1.644047619047619,0,0.8571428571428571,-1,2.0,0
8440,-138.53248120581702,-18,-19.0,-2.5,-3.0,2.142857142857143,9.0,2.142857142857143,1.2857142857142856,3.0,3.0,3.0,-2.2433982683982663,-13.11309523809524,3.932081014223871,-0.6528911564625852,8.369155844155845,-23.72564935064935,2.4160018552875693,0.8631880024737162,3,1.0,-1,2.0,-1
8441,21.92688735621823,3,7.0,2.0,7.0,1.8571428571428572,-2.0,2.2857142857142856,2.7142857142857144,1.4285714285714286,1.0,4.0,4.0432900432900425,2.4952380952380953,4.32137703566275,-1.2891156462585034,22.905988455988457,-16.36746031746032,1.6267058338486908,1.405555555555556,3,1.2857142857142856,1,2.0,0
8442,99.10616782613147,13,22.0,4.0,10.0,2.0,-9.0,3.0,3.8571428571428568,1.1428571428571428,-3.0,4.0,6.497546897546897,6.263095238095238,3.717542774685632,-1.0552721088435375,23.08517316017316,-10.324531024531025,1.3478818800247372,1.3143887858173573,1,0.7142857142857142,1,5.0,1
8443,-109.35352074817558,-14,-14.0,0.5,-2.0,2.857142857142857,-5.0,1.5714285714285714,2.428571428571429,2.0,1.0,-8.0,-14.0509102009102,-2.2821428571428575,5.572422022422023,-0.051190476190476286,11.516117216117218,-27.849170274170277,1.9199895342752489,3.601242011956298,4,0.5714285714285714,0,2.0,0
8444,86.1250035036013,10,11.0,3.5,12.0,1.7142857142857142,-2.0,2.2857142857142856,3.0,1.0,3.0,7.0,10.334199134199135,-1.5892857142857142,3.2042053184910326,-0.639625850340136,17.825865800865802,-9.08095238095238,2.1339672232529376,0.4306122448979592,-2,0.8571428571428571,0,0.0,0
8445,-72.60427832333801,-8,-7.0,-1.5,-3.0,2.142857142857143,1.0,2.428571428571429,2.0,2.5714285714285716,-2.0,0.0,-2.99169719169719,-5.4071428571428575,3.1521018663875813,-1.2275510204081632,11.129365079365082,-19.52820512820513,1.134807256235828,0.7897435897435898,-2,1.1428571428571428,0,3.0,1
8446,-2.3283208298827276,2,1.0,1.0,-1.0,1.5714285714285714,-5.0,3.571428571428571,2.857142857142857,2.2857142857142856,-10.0,4.0,-4.612698412698412,-6.564285714285716,3.031519274376417,-2.210544217687075,12.75873015873016,-23.935714285714287,0.5498866213151926,0.2710884353741494,-1,1.0,0,4.0,1
8447,53.173027006371285,7,11.0,3.0,5.0,2.4285714285714284,-7.0,3.0,3.571428571428571,1.8571428571428572,-3.0,1.0,1.8237179487179471,7.253571428571428,3.418040293040293,-1.653231292517007,22.288095238095238,-13.210805860805861,0.49455782312925134,1.2702511773940346,1,0.7142857142857142,-1,3.0,1
8448,29.79637045433128,6,4.0,2.0,2.0,1.4285714285714284,-4.0,3.428571428571429,2.857142857142857,2.0,-8.0,6.0,2.306746031746032,-1.192857142857143,3.2509637188208615,-3.113605442176871,22.83293650793651,-21.719047619047622,0.3186507936507934,-0.18129251700680293,-3,0.7142857142857142,-1,2.0,0
8449,-8.702316656358903,-1,-5.0,2.0,4.0,2.5,-5.0,2.125,2.875,1.75,1.0,-2.0,-0.23102453102453246,-2.0749999999999993,2.7552489177489177,-1.946875,17.655483405483405,-19.961507936507935,0.5194354256854257,0.2889384920634923,-1,0.625,0,2.0,0
8450,77.0673058966538,12,14.0,2.5,12.0,4.0,-2.0,1.75,3.75,2.0,14.0,-4.0,10.582467532467533,4.976190476190476,5.8094246031746035,-0.319047619047619,32.29321789321789,-16.734559884559886,3.0955808080808085,2.3947961760461762,-6,1.0,1,4.0,0
8451,70.85220994518818,8,13.0,2.0,6.0,2.75,-2.0,3.75,3.75,2.75,-2.0,6.0,4.609920634920636,2.1154761904761923,3.842509920634921,-2.702827380952381,29.54404761904762,-22.818650793650793,0.7257440476190475,0.4139384920634921,2,0.75,1,1.0,1
8452,-71.85497815864994,-9,-6.0,-2.0,-3.0,1.375,-2.0,1.75,1.5,1.625,-4.0,-1.0,1.832034632034631,-1.3297619047619058,3.1819805194805193,-1.447470238095238,18.76893939393939,-18.266666666666666,1.0648674242424243,0.6696428571428571,0,1.0,0,1.0,1
8453,-2.5025565589824055,0,-5.0,0.0,-3.0,1.875,0.0,3.0,2.25,2.625,-6.0,3.0,-1.688311688311689,-0.9595238095238088,2.9491071428571427,-2.4866071428571432,20.418939393939397,-23.06677489177489,0.1857007575757572,0.27679924242424225,0,1.25,0,3.0,-1
8454,56.41969800759762,4,6.0,2.5,8.0,2.75,-1.0,2.875,3.375,2.25,3.0,4.0,4.465873015873017,5.759523809523811,2.9675595238095243,-2.066071428571429,25.247222222222227,-15.021825396825397,0.369890873015873,0.5315972222222223,1,0.875,0,2.0,1
8455,84.95026283747097,11,9.0,2.5,0.0,2.25,-6.0,2.0,2.5,1.75,-2.0,-4.0,-0.35497835497835695,8.054761904761904,4.051082251082251,0.24851190476190477,19.060173160173157,-11.36038961038961,1.6241883116883116,2.6754058441558444,-1,0.625,0,3.0,1
8456,-8.749859782976728,0,-5.0,1.5,0.0,2.0,-1.0,2.125,2.125,2.0,-1.0,0.0,-0.038705738705740345,-1.7726190476190467,3.3368894993894997,-0.4266369047619048,14.148443223443225,-15.959768009768013,1.563495879120879,1.3467567155067157,0,1.25,1,2.0,0
8457,7.118948533449043,3,-4.0,2.5,8.0,1.0,2.0,2.5,2.125,1.375,-1.0,11.0,6.003663003663004,-9.844047619047618,2.2623626373626373,-1.2165178571428572,11.99532967032967,-15.835714285714285,1.513404304029304,-0.4675595238095238,-3,0.875,1,3.0,-1
8458,-55.61541408439234,-6,-17.0,0.5,-3.0,3.625,1.0,1.875,2.5,3.0,6.0,-8.0,-4.069383686488949,-1.0976190476190473,3.9774229608111185,-0.43392857142857144,15.06190476190476,-20.228907496012756,1.5860119047619046,1.9574824846206422,0,0.75,1,1.0,1
8459,-47.13787786848468,-3,-8.0,0.0,2.0,1.25,2.0,2.75,2.0,2.0,-4.0,8.0,-3.5769841269841294,-0.9626984126984119,3.4000992063492066,-1.2720238095238094,16.418650793650794,-20.958333333333336,0.9006448412698412,1.2274305555555558,0,1.0,0,0.0,0
8460,8.790981437143728,4,-1.0,3.0,0.0,1.75,-7.0,3.625,3.125,2.25,-11.0,4.0,-1.5788600288600279,-5.525396825396827,3.4636273448773447,-2.109920634920635,18.742063492063494,-25.846320346320347,0.9235119047619047,0.4301948051948048,-2,0.75,0,1.0,1
8461,34.37329296522182,2,5.0,0.5,1.0,2.625,-2.0,2.25,2.625,2.25,1.0,-2.0,5.968259518259519,-0.5047619047619052,4.303083721833723,-0.7113095238095237,22.78932178932179,-17.325824175824177,2.2004509379509383,1.3913232600732601,2,1.75,1,2.0,1
8462,50.66148960393741,6,15.0,4.5,7.0,1.625,-15.0,2.875,3.625,0.875,-9.0,1.0,2.711427461427464,8.004761904761903,3.252799284049284,-1.205654761904762,23.191910866910867,-12.475721500721502,0.6927388583638587,1.3544056637806636,3,1.125,0,4.0,0
8463,79.6819580211669,10,19.0,2.5,7.0,2.125,-8.0,2.75,3.375,1.5,-3.0,2.0,6.237237762237765,7.392857142857145,3.690799825174825,-1.8768849206349207,29.08578643578644,-15.455691530691528,0.8347312409812409,0.9791836635586634,-2,1.0,0,2.0,1
8464,-92.30525629875069,-14,-12.0,-3.0,-5.0,2.125,4.0,3.0,2.0,3.125,-4.0,3.0,-4.278113063407183,-0.8242063492063512,4.016338808250573,-2.319196428571429,22.79098124098124,-27.893300653594775,0.6327020202020204,1.0644403594771243,1,1.125,-1,2.0,-1
8465,-159.13768277182987,-21,-20.0,-2.0,-4.0,2.25,3.0,1.125,1.25,2.125,4.0,-5.0,-9.979220779220777,-5.076587301587302,3.1054612054612054,0.648561507936508,2.2996947496947495,-17.35550283050283,1.5705967643467644,2.1834259490509487,3,0.875,0,1.0,1
8466,133.71716921655639,16,30.0,4.0,9.0,2.875,-9.0,2.875,4.0,1.75,0.0,0.0,4.993101635206896,10.93452380952381,3.8619582172213747,-1.5246527777777779,29.510256702361964,-13.582631257631258,0.7973138338269914,1.5399916056166056,1,0.625,1,12.0,1
8467,-76.84039977318605,-11,-7.0,0.0,3.0,1.625,1.0,2.375,2.125,1.875,-1.0,5.0,-2.577777777777774,-5.798809523809524,3.427777777777778,-0.8515376984126983,12.928968253968256,-21.305555555555554,1.4894345238095241,1.0868055555555554,1,0.875,-1,2.0,-1
8468,125.04127733833059,15,27.0,2.5,17.0,3.444444444444444,-1.0,1.8888888888888888,3.6666666666666665,1.6666666666666665,15.0,1.0,18.51702741702742,5.670238095238094,4.682315215648549,-0.5088624338624338,35.45393217893218,-11.266666666666666,2.8004369087702425,1.373015873015873,-3,0.7777777777777778,1,4.0,1
8469,46.34829700717603,7,0.0,2.0,5.0,2.7777777777777777,1.0,3.0,3.111111111111111,2.666666666666667,2.0,4.0,0.3887700534759375,-4.942460317460317,4.2522281639928705,-1.2726190476190475,22.58496732026144,-27.13865758424582,1.7859840232389255,1.1936250931348975,1,0.7777777777777777,0,1.0,-1
8470,44.450604973867485,6,8.0,2.0,2.0,1.7777777777777777,-5.0,2.5555555555555554,2.5555555555555554,1.7777777777777777,-5.0,2.0,4.5909035409035415,8.106746031746034,2.6517229683896355,-1.6003968253968255,25.48336385836386,-12.785714285714285,0.3303384886718219,0.7209876543209879,3,1.0,0,2.0,1
8471,-89.19618813594866,-10,-17.0,0.0,1.0,2.7777777777777777,-3.0,1.8888888888888888,2.5555555555555554,2.111111111111111,3.0,-5.0,-7.0409812409812425,-7.505158730158729,4.0391053391053395,-1.275352733686067,16.641991341991343,-31.188131313131315,1.4076639409972742,1.356088664421998,-4,1.3333333333333333,0,0.0,0
8472,-16.64998088744892,-1,-1.0,0.5,-6.0,1.777777777777778,-7.0,2.111111111111111,2.0,1.8888888888888888,-8.0,-5.0,0.7176406926406909,4.456349206349207,3.1744708994708994,-1.7813932980599647,24.888383838383838,-19.71439393939394,0.4888327721661052,0.9042448292448294,-1,1.0,1,5.0,1
8473,-65.07183191672425,-6,-13.0,0.5,5.0,1.0,4.0,2.666666666666667,1.8888888888888888,1.7777777777777777,-3.0,12.0,1.9623459873459854,-12.926587301587304,2.3696460946460944,-1.1522486772486775,10.366405816405814,-21.330647130647133,1.4358616691950024,-0.21846425179758544,0,1.1111111111111112,0,1.0,-1
8474,118.02385598399269,17,32.0,3.5,17.0,3.888888888888889,-3.0,2.333333333333333,4.222222222222222,2.0,14.0,0.0,8.983699925805183,5.896428571428571,3.7586827078055145,-1.0176807760141093,28.933699925805186,-14.05357142857143,1.5420160411388477,1.1989858906525575,-1,0.7777777777777777,1,4.0,1
8475,53.92375301230936,3,12.0,4.0,9.0,2.7777777777777777,-6.0,3.111111111111111,3.7777777777777777,2.111111111111111,0.0,3.0,1.8501253132832112,6.484523809523811,3.2141836071660634,-1.5960758377425046,25.813492063492067,-17.478842940685045,0.5515873015873016,1.0665204678362572,3,0.7777777777777778,1,2.0,1
8476,-171.94776549277128,-21,-33.0,-2.0,-2.0,2.2222222222222223,9.0,1.8888888888888888,1.4444444444444444,2.666666666666667,5.0,2.0,-2.4601731601731576,-23.6984126984127,3.5958596958596956,-1.517283950617284,9.92985347985348,-36.088439338439336,2.2191900691900694,-0.14061432394765783,0,0.4444444444444444,0,2.0,-1
8477,48.91449119881952,8,-1.0,3.5,5.0,2.5555555555555554,-2.0,2.0,2.666666666666667,1.8888888888888888,4.0,-1.0,1.2759462759462732,2.646825396825397,3.524894858228192,-0.20917107583774255,18.76468253968254,-14.841910866910869,1.5817019400352732,1.734021842355176,-4,1.1111111111111112,0,1.0,1
8478,200.20637793887795,27,34.0,4.5,6.0,1.777777777777778,-11.0,2.5555555555555554,3.111111111111111,1.2222222222222223,-6.0,1.0,7.100208125208123,18.269841269841272,3.376596551596551,-0.7141093474426807,31.093201243201243,-5.723151848151845,0.7107084273750934,1.9517787767787766,-3,0.7777777777777778,0,1.0,1
8479,-160.15675287919908,-18,-37.0,0.5,-4.0,2.388888888888889,2.0,2.3472222222222223,2.013888888888889,2.7222222222222223,-1.0,-1.0,-19.86709168024958,-11.76984126984127,5.680038970938094,-1.0137455908289243,12.293525480367585,-43.93045843045843,1.6599618258609485,3.006331554248221,0,0.4722222222222222,0,0.0,0
8480,-54.58573327364934,-11,-8.0,-1.5,-5.0,2.333333333333333,-4.0,1.7777777777777777,2.0,2.111111111111111,-2.0,-7.0,-8.980510665804786,10.076190476190476,3.2975903181785537,-0.6799823633156966,18.44691697191697,-17.35123716153128,0.2500983584316917,2.3675095964311654,1,1.0,1,2.0,1
8481,87.65551937761165,11,15.0,4.5,7.0,2.3333333333333335,-12.0,2.888888888888889,3.666666666666667,1.5555555555555556,-5.0,0.0,2.6104278074866336,3.8325396825396822,4.067132105367399,-0.8159611992945326,25.195403615991854,-18.752436125965538,1.5576903488668197,1.6934805572060474,-1,0.7777777777777777,1,4.0,0
8482,-30.604560390944016,-4,-12.0,-1.0,-4.0,1.7777777777777777,0.0,2.6666666666666665,2.0,2.4444444444444446,-6.0,2.0,-3.6663003663003675,-3.8765873015873016,3.032234432234432,-0.9748236331569664,14.26031746031746,-21.80320512820513,1.0403880070546738,1.017022792022792,-1,1.2222222222222223,-1,4.0,-1
8483,-107.55788923690807,-12,-17.0,-0.5,2.0,1.1111111111111112,6.0,2.888888888888889,1.7777777777777777,2.2222222222222223,-4.0,12.0,-1.0866503379661285,-10.204365079365079,3.5329322886340435,-1.8316137566137567,18.494949494949495,-29.785964912280704,1.3571989738656405,0.3441195581546461,0,1.1111111111111112,1,3.0,1
8484,-23.528369232259365,-6,2.0,1.0,6.0,2.2222222222222223,-1.0,1.8888888888888888,2.4444444444444446,1.6666666666666665,4.0,1.0,4.287373737373738,-1.9686507936507935,4.345061728395062,0.06618165784832451,20.41432178932179,-18.095598845598847,2.553178611511945,1.8580647747314416,6,1.3333333333333333,-1,3.0,-1
8485,-89.58885007134973,-14,-23.0,0.5,-4.0,3.1111111111111107,-2.0,1.5555555555555554,2.2222222222222223,2.444444444444444,4.0,-10.0,-8.18186842397368,-0.13333333333333353,4.292219541342348,-0.37733686067019406,16.855402930402935,-25.170604687709947,1.510300501967169,2.4045821787049855,4,1.1111111111111112,0,4.0,0
