,PH-PA,TH-TA,DGH-DGA,WH-WA,GFH-GFA,MGFH+MGFA,GCH-GCA,MGCH+MGCA,MGFH+MGCA,MGCH+MGFA,GFH-GCA,GCH-GFA,FOH-FOA,FDH-FDA,MFOH+MFOA,MFDH+MFDA,FOH-FDA,FDH-FOA,MFOH+MFDA,MFDH+MFOA,DSH-DSA,MDSH+MDSA,PRT,GLS,R
1681,95.61727966674039,12,19.0,3.0,-3.0,1.6666666666666665,-17.0,2.7777777777777777,3.0,1.4444444444444444,-15.0,-5.0,-5.423826173826175,19.5734126984127,3.5656103156103156,-1.3783509700176368,29.32261904761905,-15.173032523032523,-0.2951058201058203,2.482365165698499,0,0.8888888888888888,0,1.0,1
1682,-55.39404615877686,-11,-15.0,-1.0,-5.0,2.7777777777777777,3.0,3.0,2.4444444444444446,3.3333333333333335,-2.0,0.0,-11.927922077922076,3.302380952380952,2.817166167166167,-2.4037918871252213,19.18154068154068,-27.807081807081808,-0.639440806107473,1.052815086148419,1,1.0,-1,3.0,1
1683,-104.49835687935604,-14,-30.0,-0.5,-7.0,2.5555555555555554,2.0,1.7777777777777777,1.6666666666666665,2.666666666666667,1.0,-6.0,-12.678391053391053,-11.254761904761905,3.5371051787718457,-0.8888007054673721,7.950000000000001,-31.88315295815296,1.245061728395062,1.4032427449094118,1,0.5555555555555556,-1,4.0,-1
1684,149.6403733741962,17,24.0,4.0,10.0,2.0,-7.0,1.6666666666666667,2.7777777777777777,0.8888888888888888,3.0,0.0,10.767166167166163,3.1896825396825403,4.003230103230103,-1.1747795414462079,30.279467754467753,-16.32261904761905,1.8351965935299266,0.9932539682539686,-1,1.4444444444444444,0,0.0,0
1685,138.12694542988595,19,29.0,4.0,15.0,3.0,-7.0,1.6666666666666667,3.555555555555556,1.1111111111111112,10.0,-2.0,12.100396825396825,7.856349206349208,3.8975749559082895,-0.010846560846560938,27.566269841269843,-7.609523809523811,2.1791446208112872,1.7075837742504412,-2,0.6666666666666666,1,1.0,1
1686,-51.025507904492315,-4,0.0,1.5,3.0,1.6666666666666665,-6.0,3.333333333333333,3.0,2.0,-9.0,6.0,-1.6053854040696152,2.261507936507938,3.002953430585009,-2.43531746031746,24.800280275280276,-24.144157742841955,0.06899057732391056,0.4986453929436385,-1,0.7777777777777777,-1,1.0,-1
1687,-48.29716676429655,-5,-4.0,0.5,-1.0,2.4333333333333336,-3.0,2.655555555555556,2.655555555555556,2.4333333333333336,-3.0,-1.0,-5.635828877005347,1.185714285714286,2.9125306284129815,-0.8130820105820107,15.243067226890759,-19.69318181818182,0.5926532835356365,1.5067953342953344,1,1.1555555555555554,-1,5.0,-1
1688,-265.83240669317615,-34,-46.0,-5.5,-15.0,2.7777777777777777,5.0,1.8888888888888888,1.2222222222222223,3.4444444444444446,-1.0,-9.0,-22.504111166611175,-5.496825396825397,4.333200904034238,-0.25943562610229276,6.666396103896105,-34.66733266733267,1.0920334295334295,2.981731848398516,2,0.4444444444444444,-1,4.0,-1
1689,76.47973122172812,11,21.0,3.0,9.0,2.111111111111111,-3.0,1.8888888888888888,2.666666666666667,1.3333333333333335,4.0,2.0,7.479159239453358,5.888095238095238,3.127634656556225,-0.4459435626102293,22.764729225023345,-9.397474747474748,1.4292379914928934,1.2524531024531025,-1,1.0,1,2.0,1
1690,-118.92292991680767,-16,-28.0,0.5,-1.0,2.0,-2.0,3.0555555555555554,2.5555555555555554,2.5,-6.0,3.0,-6.655895085306849,-8.859126984126986,4.442520088843618,-1.9079199735449734,19.073669467787113,-34.588691537220946,1.583679582944289,0.9509205323543555,2,0.7222222222222222,0,0.0,0
1691,135.89903500664036,15,20.0,5.0,14.0,3.111111111111111,-7.0,2.5555555555555554,4.0,1.6666666666666665,6.0,1.0,9.628490627020037,7.626587301587303,3.8944095664683895,-1.403306878306878,32.46726296579237,-15.212185037185035,1.3567681954936854,1.134334492667826,0,0.6666666666666666,1,1.0,1
1692,-114.06973087719336,-14,-13.0,-1.0,0.0,2.0,3.0,2.5555555555555554,2.111111111111111,2.4444444444444446,-1.0,4.0,-3.453102453102453,-9.834920634920636,2.680295013628347,-0.09629629629629638,5.85064935064935,-19.138672438672437,1.64654481321148,0.9374539041205707,1,1.0,0,0.0,0
1693,108.7321275889816,17,23.0,3.0,8.0,2.0694444444444446,-2.0,2.138888888888889,2.6944444444444446,1.5138888888888888,3.0,3.0,13.259530175706647,7.155158730158731,4.187765257618199,-0.5336695326278661,30.383549783549785,-9.968860877684406,2.0472628066378067,1.6068329183525263,-4,0.9722222222222222,1,1.0,1
1694,89.91010753387536,12,20.0,3.5,11.0,1.2222222222222223,-4.0,2.666666666666667,2.7777777777777777,1.1111111111111112,-3.0,10.0,11.257276057276057,4.24368686868687,3.06011026011026,-1.4320065736732408,27.96500721500722,-12.46404428904429,1.20369568702902,0.42440799940799934,0,1.1111111111111112,-1,3.0,-1
1695,139.5061596227838,18,25.0,3.0,14.0,4.666666666666667,-2.0,1.7777777777777777,4.111111111111111,2.3333333333333335,19.0,-7.0,13.937524077229966,0.643650793650794,5.877636506558076,0.39091710758377424,31.98082473082474,-17.399649859943978,3.8728253228253235,2.395728291316527,-3,0.5555555555555556,1,5.0,1
1696,-1.9821251772725645,2,1.0,2.5,4.0,1.7111111111111112,-6.0,3.977777777777778,3.3111111111111113,2.3777777777777778,-12.0,10.0,3.0739662298485833,-4.93968253968254,3.6524481618599265,-2.9448809523809523,30.10676268176268,-31.97247899159664,0.9491685166685166,-0.24160130718954265,-1,0.9444444444444444,-1,3.0,-1
1697,22.723689566302596,4,14.0,2.0,7.0,1.4444444444444444,-2.0,4.0,3.2222222222222223,2.2222222222222223,-9.0,14.0,8.43843101343101,-2.441269841269845,3.343776285442952,-2.677248677248677,30.093192918192916,-24.09603174603175,0.9376916293582962,-0.27116402116402116,1,0.7777777777777777,-1,5.0,-1
1698,-121.10076920302333,-15,-19.0,-2.0,-11.0,3.2222222222222223,-8.0,3.111111111111111,3.0,3.3333333333333335,-9.0,-10.0,-11.909229659229656,0.5146825396825383,3.876334159667493,-0.674294532627866,14.780555555555557,-26.175102675102675,0.9108024691358028,2.291237157903824,-3,1.2222222222222223,-1,4.0,-1
1699,-173.58603077998998,-24,-36.0,-1.5,-7.0,2.5555555555555554,4.0,2.4444444444444446,1.8888888888888888,3.111111111111111,-1.0,-2.0,-11.791666666666664,-9.960714285714285,4.117063492063492,-0.11133156966490299,8.151587301587304,-29.90396825396825,1.901146384479718,2.1045855379188714,6,1.1111111111111112,-1,3.0,-1
