,LocalFavor,VisitFavor,LocalContra,VisitContra,LocalRoja,VisitRoja,LocalAmarilla,VisitAmarilla,LocalCorner,VisitCorner,LocalTiros,VisitTiros,LocalFaltas,VisitFaltas,Resultado,FTG,Corner10,Ambos,UO_0.5,UO_1.5,UO_2.5,UO_3.5,UO_4.5
368,1.9,1.8,1.1,0.8,0.0,0.0,1.7,1.3,7.5,5.4,7.1,5.3,10.9,9.2,0,2,-1,1,1,1,0,0,0
369,1.9,0.9,0.5,1.5,0.1,0.1,1.8,2.1,5.9,4.8,6.2,4.3,11.1,10.6,1,5,-1,1,1,1,1,1,1
370,2.8,0.6,1.3,2.0,0.0,0.1,0.9,2.0,7.0,4.5,6.5,2.6,9.6,12.5,1,5,1,0,1,1,1,1,1
371,1.7,1.8,1.1,1.7,0.0,0.0,1.9,1.4,4.8,4.7,4.6,5.1,10.1,11.5,1,3,-1,1,1,1,1,0,0
372,1.8,1.8,0.9,0.8,0.1,0.0,1.5,1.3,4.9,5.4,5.2,5.3,8.9,9.2,1,1,-1,0,1,0,0,0,0
373,1.1,1.7,1.0,1.0,0.1,0.0,2.0,1.5,6.2,6.1,4.1,4.6,10.3,10.4,0,2,1,1,1,1,0,0,0
374,1.1,0.6,1.2,2.3,0.1,0.0,1.7,1.8,5.3,4.1,3.5,2.5,11.5,11.4,0,2,-1,1,1,1,0,0,0
375,0.8,0.9,1.4,2.3,0.1,0.0,1.9,2.0,5.3,3.3,4.7,3.2,9.8,9.9,1,1,1,0,1,0,0,0,0
376,1.4,1.7,1.9,2.0,0.1,0.1,2.0,1.8,5.8,4.5,4.2,4.5,12.3,10.3,0,5,1,1,1,1,1,1,1
377,1.2,0.8,1.4,1.6,0.1,0.0,1.4,1.3,3.5,5.3,4.2,3.6,11.0,10.4,1,3,-1,1,1,1,1,0,0
378,1.9,1.3,0.5,1.3,0.1,0.0,1.8,2.8,5.9,4.2,6.2,3.6,11.1,11.5,1,3,-1,1,1,1,1,0,0
379,1.0,1.5,1.9,1.6,0.0,0.0,1.4,1.5,4.6,5.6,4.2,5.3,10.5,10.7,0,8,1,1,1,1,1,1,1
